order_id,restaurant_id,food_item,order_time,delivery_time,delivery_distance,order_value,delivery_method,traffic_condition,weather_condition,delivery_time_actual,delivery_delay,route_taken,customer_id,age,gender,location,order_history,customer_rating,preferred_cuisine,order_frequency,loyalty_program,food_temperature,food_freshness,packaging_quality,food_condition,customer_satisfaction,small_route,bike_friendly_route,route_type,route_efficiency,predicted_delivery_mode,traffic_avoidance
fbe3f8B,66,Burger,2024-05-10,,,,,,,,,,fdf5e5bd-e2ac-4156-a889-c577d55ab2f4,,,,,,,,,,,,,,,,,,,
58b110Z,25,PastrySmoothie,2024-04-05,,,,,,,,,,6d4610a7-e628-41ca-9b1f-e98f42b1f132,,,,,,,,,,,,,,,,,,,
0d16ffB,29,Chicken pie,2024-03-09,,,,,,,,,,baaaceac-5092-4b04-a0e0-c0857079221e,,,,,,,,,,,,,,,,,,,
a5badfO,95,Salad,2024-01-05,,,,,,,,,,85715ed6-5400-40d0-a599-d88224ef27fe,,,,,,,,,,,,,,,,,,,
ea068fI,20,Chicken pie,2024-03-29,,,,,,,,,,96ed764f-9ac8-4416-9e8e-719b8a98a15c,,,,,,,,,,,,,,,,,,,
153f8bR,39,Burger,2024-09-23,,,,,,,,,,631dff6a-d838-4ffd-b146-a449b85f7cde,,,,,,,,,,,,,,,,,,,
9cdd4eH,84,Chicken rice,2024-05-11,,,,,,,,,,b93ce98b-c006-430c-b5a2-7c050c7027c3,,,,,,,,,,,,,,,,,,,
87a6a7X,70,Pasta,2024-11-06,,,,,,,,,,4f2726da-0d4b-44f7-8728-97878ff8a4fb,,,,,,,,,,,,,,,,,,,
51dc29T,80,Fried chicken,2024-03-05,,,,,,,,,,1e165974-a892-436a-ab1d-07e5acfed246,,,,,,,,,,,,,,,,,,,
7108a7H,45,Soup,2024-12-05,,,,,,,,,,83f3c63f-96dd-45ad-b6cc-f08a8f8a244b,,,,,,,,,,,,,,,,,,,
733fa1I,38,CoffeeBoba tea,2024-07-11,,,,,,,,,,94a0c2e1-6760-4d68-ac13-b7458c9d67a1,,,,,,,,,,,,,,,,,,,
1b76f4Q,6,Burritos,2024-11-01,,,,,,,,,,b46f153d-92b9-4cb8-9cbb-9c4144f77902,,,,,,,,,,,,,,,,,,,
7e0897E,44,Pasta,2024-08-24,,,,,,,,,,8ddbf996-a7ed-4091-95da-f9dd93e6cd7e,,,,,,,,,,,,,,,,,,,
27eae0R,17,Pizza,2024-09-17,,,,,,,,,,8d9e8417-5daf-4284-b1d5-51a1f2302aed,,,,,,,,,,,,,,,,,,,
8febecI,14,Whole cake,2024-06-09,,,,,,,,,,09db04dc-961c-4d6c-851d-7c513b581356,,,,,,,,,,,,,,,,,,,
361815I,55,Salad,2024-08-08,,,,,,,,,,518dd971-d751-4808-9b69-db9c8b3331b3,,,,,,,,,,,,,,,,,,,
2307f4J,51,Shawarma,2024-05-16,,,,,,,,,,8aa0f76e-5c45-42d7-9202-9998ccdccf88,,,,,,,,,,,,,,,,,,,
a4eea0V,58,Chicken wings,2024-08-06,,,,,,,,,,db174628-2917-4325-92ad-70d03c0b4bb5,,,,,,,,,,,,,,,,,,,
f8a229D,47,Soup,2024-03-04,,,,,,,,,,ceddefc6-bf8d-48f9-8d15-e9ffb3e58c7e,,,,,,,,,,,,,,,,,,,
50d978T,82,Shawarma,2024-08-09,,,,,,,,,,f2ec4ab5-5c95-49ec-8b1a-68dd894c5960,,,,,,,,,,,,,,,,,,,
eb4340P,92,Chicken wings,2024-01-02,,,,,,,,,,723404ba-8c9d-4874-947e-069466fe0a1d,,,,,,,,,,,,,,,,,,,
53a181O,6,Chicken rice,2024-07-28,,,,,,,,,,9c2bf43f-72e1-4987-835b-982bef0f0713,,,,,,,,,,,,,,,,,,,
a2d160N,88,Pasta,2024-04-03,,,,,,,,,,5c0ab99e-b941-453f-8e2d-aa4090014380,,,,,,,,,,,,,,,,,,,
b4c33dF,66,Whole cake,2024-08-04,,,,,,,,,,228e212c-2da4-4e95-af61-76033749f532,,,,,,,,,,,,,,,,,,,
bb42a1I,8,Burger,2024-11-16,,,,,,,,,,5e0dee56-9472-4295-be1a-8e18eaa31e69,,,,,,,,,,,,,,,,,,,
d71dcbM,63,Chicken pie,2024-01-12,,,,,,,,,,f34a4008-0d85-4cf4-9dea-263371eabf85,,,,,,,,,,,,,,,,,,,
f71abbE,38,Chicken rice,2024-07-23,,,,,,,,,,6106e240-c1a0-4b0d-952f-abaa8096812b,,,,,,,,,,,,,,,,,,,
a88f05I,21,Pasta,2024-05-03,,,,,,,,,,228e118c-9169-4d6f-a1a8-43403164942b,,,,,,,,,,,,,,,,,,,
4d2813B,77,Taccos,2024-04-09,,,,,,,,,,8129c82e-ef83-439d-b83f-577baa9bec5e,,,,,,,,,,,,,,,,,,,
c6542fD,50,Dumplings,2024-04-29,,,,,,,,,,99a3084d-945a-4bf6-b670-0be6d91a864d,,,,,,,,,,,,,,,,,,,
c402d3K,6,PastrySmoothie,2024-04-14,,,,,,,,,,512331a3-2a47-4bbe-9c30-9526f9b62907,,,,,,,,,,,,,,,,,,,
acb910F,99,Pasta,2024-01-12,,,,,,,,,,31b0eb5e-eeea-49c1-90a1-a5068e57d205,,,,,,,,,,,,,,,,,,,
485c37Q,96,Pasta,2024-04-15,,,,,,,,,,4f5d84cd-c08f-4ba1-8ce8-973600aa96b9,,,,,,,,,,,,,,,,,,,
8af9c3X,65,Chicken wings,2024-09-21,,,,,,,,,,f6b3c1f4-860e-484a-bd7f-ccd33779ce23,,,,,,,,,,,,,,,,,,,
346e4eI,60,Cookie,2024-07-15,,,,,,,,,,c2b3ef31-d1af-442b-b434-4b58cc320b8b,,,,,,,,,,,,,,,,,,,
c1fbcbD,3,Pasta,2024-05-19,,,,,,,,,,6d939022-e9da-45cd-ac8d-dca779c91f51,,,,,,,,,,,,,,,,,,,
3e5438R,86,Dumplings,2024-06-18,,,,,,,,,,f8c94bc4-ff65-4da4-b118-660ae0e564b5,,,,,,,,,,,,,,,,,,,
0b2306Y,79,Shawarma,2024-05-03,,,,,,,,,,c40dc30c-394f-4ebc-ab5e-4d20fbef63cf,,,,,,,,,,,,,,,,,,,
45f31fW,79,Chicken rice,2024-06-18,,,,,,,,,,12d0a2d9-93f8-45c9-8b22-1096f02b0895,,,,,,,,,,,,,,,,,,,
d26f6dF,34,Chicken pie,2024-06-23,,,,,,,,,,9aea5cd7-dd23-4dcf-a373-1b5895f6b479,,,,,,,,,,,,,,,,,,,
010fe0K,97,Fried chicken,2024-12-09,,,,,,,,,,d9a10bd9-95b8-451d-a9bc-a9aab5d17b50,,,,,,,,,,,,,,,,,,,
120876L,73,Pizza,2024-11-15,,,,,,,,,,331ff687-4918-4781-b010-1a92fba8bea1,,,,,,,,,,,,,,,,,,,
4a7b95D,61,Shawarma,2024-04-09,,,,,,,,,,7247cbb1-5990-44a0-81b8-de321f5948eb,,,,,,,,,,,,,,,,,,,
8ad286H,81,Soup,2024-02-05,,,,,,,,,,7cba9e19-921c-4b02-852f-3ac75de0e145,,,,,,,,,,,,,,,,,,,
3ad491Y,99,Burger,2024-05-13,,,,,,,,,,5dc0fdb0-2b5b-40b8-886b-40bfa03218a2,,,,,,,,,,,,,,,,,,,
251917C,52,Shawarma,2024-07-06,,,,,,,,,,6dbd5496-03f4-4169-812b-7b1b45b629b9,,,,,,,,,,,,,,,,,,,
772f3aH,21,Taccos,2024-04-18,,,,,,,,,,c37361a2-3995-4121-b9ae-36bec3c68887,,,,,,,,,,,,,,,,,,,
cb27b9N,96,Shawarma,2024-08-31,,,,,,,,,,77924c44-6c83-4772-a36b-8ced724bc0a0,,,,,,,,,,,,,,,,,,,
94a9feF,93,PastrySmoothie,2024-09-01,,,,,,,,,,67787cf1-93d0-4a50-a834-2667d0cbc8eb,,,,,,,,,,,,,,,,,,,
28a430X,53,Whole cake,2024-07-18,,,,,,,,,,f37ebb7f-38e7-41dd-8e28-4024b9f46d8d,,,,,,,,,,,,,,,,,,,
bc7c30K,10,Cup cake,2024-01-30,,,,,,,,,,965a17fc-0f2d-4a05-b037-0ca07aa185fa,,,,,,,,,,,,,,,,,,,
d86ba8P,78,Chicken pie,2024-06-07,,,,,,,,,,24a001f5-1f52-4943-a3b6-7fd91564d90b,,,,,,,,,,,,,,,,,,,
3af279D,67,Cup cake,2024-02-10,,,,,,,,,,0b4cd9ff-8485-45f9-bb45-4373036e3af4,,,,,,,,,,,,,,,,,,,
389435T,75,Sushi,2024-08-03,,,,,,,,,,098de950-f91d-4bf1-b7ef-4004ff461510,,,,,,,,,,,,,,,,,,,
088c42Q,96,Fried chicken,2024-09-30,,,,,,,,,,e1577634-74cb-4550-b519-0229f5aa20c7,,,,,,,,,,,,,,,,,,,
349d80D,98,Pasta,2024-07-20,,,,,,,,,,1433f381-f329-48ca-8f8d-ae883d245719,,,,,,,,,,,,,,,,,,,
d7c1eeR,56,Whole cake,2024-09-12,,,,,,,,,,d2faeaf5-884c-4fb9-9238-73f44a1607db,,,,,,,,,,,,,,,,,,,
8e5b4cF,22,Pasta,2024-08-05,,,,,,,,,,524a6f26-47a3-4411-886f-62131d45fe1f,,,,,,,,,,,,,,,,,,,
29f3d5P,48,PastrySmoothie,2024-01-03,,,,,,,,,,fa30c221-8115-428d-94af-02782eabacf2,,,,,,,,,,,,,,,,,,,
819673O,15,PastrySmoothie,2024-09-07,,,,,,,,,,a5e7b133-3d2e-4ec3-a830-aba51903c95e,,,,,,,,,,,,,,,,,,,
847eb6P,51,Beef pie,2024-04-21,,,,,,,,,,97f0e408-2245-48d6-8747-4c38e7493ac9,,,,,,,,,,,,,,,,,,,
3be963V,30,Beef pie,2024-03-03,,,,,,,,,,452f785a-0d97-4648-85d8-47d71c285112,,,,,,,,,,,,,,,,,,,
06ec4aF,59,Soup,2024-02-02,,,,,,,,,,84298ef9-75d8-496c-a426-50c55e9a3ce8,,,,,,,,,,,,,,,,,,,
6f6d64H,56,Burger,2024-03-16,,,,,,,,,,a28a591b-a63e-4727-804f-b2354082e2c4,,,,,,,,,,,,,,,,,,,
a067b4J,22,PastrySmoothie,2024-06-04,,,,,,,,,,2517bd9a-4e17-48c4-bdb1-208ed44888b4,,,,,,,,,,,,,,,,,,,
d56236H,94,Pasta,2024-04-21,,,,,,,,,,60bd7d4c-315c-4d2c-87a9-b49fab73c8a6,,,,,,,,,,,,,,,,,,,
798057A,51,Soup,2024-12-10,,,,,,,,,,ad8545b5-094e-4273-b99a-a5bbfb527d79,,,,,,,,,,,,,,,,,,,
f0c26dO,81,Pasta,2024-04-30,,,,,,,,,,6a343cca-2c28-424e-81f8-2a037c42c0ef,,,,,,,,,,,,,,,,,,,
4dfd72C,34,Chicken rice,2024-05-31,,,,,,,,,,88e90f9b-0b4c-4fd5-a3ee-49c55255df4c,,,,,,,,,,,,,,,,,,,
fff845N,46,Beef pie,2024-08-22,,,,,,,,,,00480690-aeee-4841-89cf-503ec241e8d0,,,,,,,,,,,,,,,,,,,
2e7f65C,12,Taccos,2024-10-31,,,,,,,,,,aec51567-f439-4afc-8120-66ebdb2e3881,,,,,,,,,,,,,,,,,,,
244307O,32,Pasta,2024-09-13,,,,,,,,,,d7e136d8-d7a7-4f12-9cd6-dc51c4610759,,,,,,,,,,,,,,,,,,,
26cae2M,97,PastrySmoothie,2024-06-02,,,,,,,,,,0951cd52-2981-40f7-a5a3-9180a6fc8c6c,,,,,,,,,,,,,,,,,,,
3b686eD,70,Sushi,2024-08-05,,,,,,,,,,df2c11e4-ee52-4184-aa15-e712934527f0,,,,,,,,,,,,,,,,,,,
4b0d04M,38,Salad,2024-02-17,,,,,,,,,,698e163b-5668-4b57-a410-1ca01a51bb22,,,,,,,,,,,,,,,,,,,
ed5f94J,5,Burger,2024-11-28,,,,,,,,,,ae3c9f20-b9cf-492d-980b-2d53dac939dc,,,,,,,,,,,,,,,,,,,
5cab04W,30,Fried chicken,2024-08-13,,,,,,,,,,0fefef5d-52e5-42e3-a8d3-44d818887214,,,,,,,,,,,,,,,,,,,
b3ef6eX,26,Chicken rice,2024-07-25,,,,,,,,,,62004799-75fa-41f4-babc-6f19384cd24d,,,,,,,,,,,,,,,,,,,
c858ebB,90,Dumplings,2024-06-02,,,,,,,,,,c68d6ad7-302c-47aa-9c51-7c03c2c33bb5,,,,,,,,,,,,,,,,,,,
02e567E,96,Pasta,2024-07-31,,,,,,,,,,1be8e940-8b9a-4d9d-9a59-1a5d903e3ffa,,,,,,,,,,,,,,,,,,,
f1570dU,59,PastrySmoothie,2024-07-18,,,,,,,,,,4c594c39-2c3b-4403-8f79-3b2697b8197c,,,,,,,,,,,,,,,,,,,
88d979L,19,Cookie,2024-09-24,,,,,,,,,,22503d37-d3d2-4803-b5c0-6a33e682b8cb,,,,,,,,,,,,,,,,,,,
24278bF,3,Taccos,2024-02-09,,,,,,,,,,7aa6c859-5a1a-4ff1-a90c-65f3d54b6f2b,,,,,,,,,,,,,,,,,,,
3fe561R,59,Shawarma,2024-10-29,,,,,,,,,,f81470bc-76a5-4fc4-91ba-a8e81c4851b6,,,,,,,,,,,,,,,,,,,
fb4307R,27,Whole cake,2024-04-22,,,,,,,,,,0ed2ea21-ff80-4516-8e17-d56c3c339eb5,,,,,,,,,,,,,,,,,,,
1a9d2dP,60,Salad,2024-08-26,,,,,,,,,,b9b35b3b-d73f-46e2-b6cf-e08258f7f9fe,,,,,,,,,,,,,,,,,,,
fbfb39Q,23,Briyani rice,2024-03-28,,,,,,,,,,b3023243-6b32-4055-b7e3-5b52b51ada68,,,,,,,,,,,,,,,,,,,
0a1c57X,24,Burger,2024-03-08,,,,,,,,,,8e2acd7b-a1ae-4d95-843d-26f5cb451eae,,,,,,,,,,,,,,,,,,,
185189P,65,Chicken wings,2024-06-24,,,,,,,,,,c6b7279c-41a9-40dd-bb43-abc20b321fe6,,,,,,,,,,,,,,,,,,,
6c5274I,50,Dumplings,2024-04-19,,,,,,,,,,03420b35-46da-4987-a89f-e4efab05b6bc,,,,,,,,,,,,,,,,,,,
be81ebN,86,Chicken wings,2024-08-30,,,,,,,,,,7b47f3e2-280e-4fe4-b167-5ca12b5cb93e,,,,,,,,,,,,,,,,,,,
34545eW,30,Cup cake,2024-10-13,,,,,,,,,,e3ef2384-eaf5-490a-a15b-400a0dc83291,,,,,,,,,,,,,,,,,,,
f0eb2bT,14,Burger,2024-01-17,,,,,,,,,,30dcbc4b-8c91-4a8e-95c3-bf43b00a294a,,,,,,,,,,,,,,,,,,,
54fc83P,75,Cup cake,2024-05-10,,,,,,,,,,ffbff920-1675-49ed-9468-08c7996b034e,,,,,,,,,,,,,,,,,,,
7fe26fV,19,Dumplings,2024-03-01,,,,,,,,,,dc09a15d-f8c3-4900-981b-9bef403bcf8d,,,,,,,,,,,,,,,,,,,
b9a526P,61,Whole cake,2024-01-04,,,,,,,,,,1d263587-f30b-460e-af01-102312c53e09,,,,,,,,,,,,,,,,,,,
c85b7eQ,18,Sushi,2024-02-07,,,,,,,,,,c7b1b1e1-6a96-4cb7-aa42-94a3914d0e81,,,,,,,,,,,,,,,,,,,
62469eQ,42,Pasta,2024-12-01,,,,,,,,,,d7711279-5b20-47b9-8a93-b2371daa1bc7,,,,,,,,,,,,,,,,,,,
f619e0C,100,Fried chicken,2024-03-24,,,,,,,,,,75559f14-cff2-46fd-ad57-78903a5dc78f,,,,,,,,,,,,,,,,,,,
ab7233U,40,Fried chicken,2024-02-13,,,,,,,,,,98dba3c7-1140-4b40-bb69-d14bf5a37989,,,,,,,,,,,,,,,,,,,
08889bQ,85,Pasta,2024-05-13,,,,,,,,,,07eed493-2362-4774-b8a7-2a61b2485e01,,,,,,,,,,,,,,,,,,,
0c078cE,62,Chicken wings,2024-05-12,,,,,,,,,,17780cc3-e917-4186-8786-3549c215f1f2,,,,,,,,,,,,,,,,,,,
fdb354I,37,CoffeeBoba tea,2024-08-04,,,,,,,,,,3ce60309-8d71-4fc2-a934-e9765679350f,,,,,,,,,,,,,,,,,,,
9fb280A,80,Burritos,2024-05-12,,,,,,,,,,51973341-26ef-4931-b992-6aa69d8ee943,,,,,,,,,,,,,,,,,,,
768c4eJ,42,Cup cake,2024-03-16,,,,,,,,,,fbd2d85d-1689-4232-b58b-57fd9bc977ef,,,,,,,,,,,,,,,,,,,
582513K,77,Burger,2024-04-18,,,,,,,,,,38ef4897-6d7d-4205-9fb1-dc05ba1f43ba,,,,,,,,,,,,,,,,,,,
05691aM,99,Soup,2024-03-22,,,,,,,,,,3c28c472-e811-40e0-a27a-b47b0cc9d524,,,,,,,,,,,,,,,,,,,
547731U,85,Taccos,2024-03-14,,,,,,,,,,1d916520-54ae-44a2-934e-f3860f1233cb,,,,,,,,,,,,,,,,,,,
864132C,5,Chicken pie,2024-04-28,,,,,,,,,,cde7a951-8621-44fd-8cb2-259a69219dd3,,,,,,,,,,,,,,,,,,,
84edd3B,62,Burritos,2024-09-29,,,,,,,,,,8ae2e9b6-15a2-4a98-9a5a-dfe61552933c,,,,,,,,,,,,,,,,,,,
251c4aH,35,CoffeeBoba tea,2024-04-21,,,,,,,,,,ae067423-09f4-44ba-816d-f5034e32ff6c,,,,,,,,,,,,,,,,,,,
9ad38aW,40,Beef pie,2024-03-25,,,,,,,,,,d07aafb0-cb02-4e91-971e-b43029c63224,,,,,,,,,,,,,,,,,,,
3a426bW,88,Chicken rice,2024-01-25,,,,,,,,,,56ad3488-c6d2-4d68-a972-ce316fa9bcaa,,,,,,,,,,,,,,,,,,,
104b8bP,78,Shawarma,2024-01-12,,,,,,,,,,ca36a554-0b94-4bd8-8e47-ae92ef7f4072,,,,,,,,,,,,,,,,,,,
bb6d56I,60,Fried chicken,2024-03-11,,,,,,,,,,64b83d7f-e9fd-44c4-8872-909434bcf156,,,,,,,,,,,,,,,,,,,
7120ceX,96,Pizza,2024-11-12,,,,,,,,,,7d7162a4-6552-4a49-9faf-947405e65964,,,,,,,,,,,,,,,,,,,
310d04K,9,Burger,2024-03-25,,,,,,,,,,9803bdf2-a2c7-45a1-827a-b0c6ec369f77,,,,,,,,,,,,,,,,,,,
b19110T,15,Pasta,2024-07-05,,,,,,,,,,973f84c6-86b9-405c-9633-d1022eff55a0,,,,,,,,,,,,,,,,,,,
a09d34O,34,Cup cake,2024-04-09,,,,,,,,,,333c8a06-0749-4c08-8ede-dbac05440f95,,,,,,,,,,,,,,,,,,,
5ec4bdF,23,Burger,2024-01-18,,,,,,,,,,3c940306-aefa-4403-960f-0d4ce24933ed,,,,,,,,,,,,,,,,,,,
babc04W,94,Pasta,2024-04-07,,,,,,,,,,ff7893d1-cfee-4cf0-80c9-2cea602de6d4,,,,,,,,,,,,,,,,,,,
a5ecf0Z,67,Burritos,2024-03-19,,,,,,,,,,773dc7c6-cda0-444e-b692-9caab7d023b0,,,,,,,,,,,,,,,,,,,
b5ccafC,93,Pasta,2024-03-10,,,,,,,,,,677cbff7-1c6c-4db2-ba37-8c9e630a9d36,,,,,,,,,,,,,,,,,,,
4589ffA,78,Dumplings,2024-11-12,,,,,,,,,,6bc85d6d-fa93-4cf8-8bcc-5990beebac9b,,,,,,,,,,,,,,,,,,,
8e0284B,41,Sushi,2024-05-31,,,,,,,,,,dbbef37f-b6dc-493e-b7fb-ddeb702ba2ed,,,,,,,,,,,,,,,,,,,
19a374J,67,Pasta,2024-04-07,,,,,,,,,,d8505c01-9e12-48bb-8799-2d39ad40d36f,,,,,,,,,,,,,,,,,,,
9d96a8O,33,Whole cake,2024-11-01,,,,,,,,,,fb57834b-262f-4ef0-8ac7-a336e8087ee6,,,,,,,,,,,,,,,,,,,
7ef0cfH,79,Shawarma,2024-06-29,,,,,,,,,,8db1fad1-b134-4d09-b0b8-681c19ed84b5,,,,,,,,,,,,,,,,,,,
41b73bC,69,Beef pie,2024-02-05,,,,,,,,,,d6c27a04-1483-4eb9-83b0-abcc549f07a2,,,,,,,,,,,,,,,,,,,
7f13f7V,45,Pasta,2024-10-23,,,,,,,,,,73402879-6e30-4e31-a398-0f89067e46fa,,,,,,,,,,,,,,,,,,,
98186cC,67,Fried chicken,2024-10-16,,,,,,,,,,057a41dd-e0db-40a2-b53b-7cf841a03b49,,,,,,,,,,,,,,,,,,,
67a9f8U,98,Dumplings,2024-05-22,,,,,,,,,,4ef129ce-4259-4194-93f6-e08fa9b7f8f8,,,,,,,,,,,,,,,,,,,
fc1e3cB,26,Taccos,2024-06-30,,,,,,,,,,91829c61-0272-4046-abd5-2f46ad39d555,,,,,,,,,,,,,,,,,,,
735232T,19,Pasta,2024-09-16,,,,,,,,,,8ef9e135-05c8-4a16-a988-c2032cbe1d32,,,,,,,,,,,,,,,,,,,
dbf65aD,60,Soup,2024-05-29,,,,,,,,,,d5432c47-5bf7-45ae-9848-f7c4ce1b90aa,,,,,,,,,,,,,,,,,,,
61e476Z,68,Pasta,2024-08-31,,,,,,,,,,73b7e971-7f10-4a9a-93df-43f41e9acc53,,,,,,,,,,,,,,,,,,,
59a69bP,61,Chicken rice,2024-09-18,,,,,,,,,,a987efcd-d92e-4ef1-83d1-12a9c3b4348f,,,,,,,,,,,,,,,,,,,
c805f9C,51,Dumplings,2024-04-12,,,,,,,,,,02a4371d-754f-4257-ac11-9a5b9b429a22,,,,,,,,,,,,,,,,,,,
d4a699O,61,Whole cake,2024-05-31,,,,,,,,,,449f1675-e9ca-453c-af35-6af9b5e04bbe,,,,,,,,,,,,,,,,,,,
bf734aU,27,Burger,2024-05-12,,,,,,,,,,1b8b0ac3-6aaa-4040-ae7c-e967c1106d6d,,,,,,,,,,,,,,,,,,,
929217P,10,Chicken pie,2024-01-21,,,,,,,,,,91781054-1705-4326-8f9b-08d97d77ef3f,,,,,,,,,,,,,,,,,,,
73bd08B,74,Burritos,2024-08-04,,,,,,,,,,2285a0d6-4585-4090-889e-1dc3a7a20ebc,,,,,,,,,,,,,,,,,,,
5ecdb2Z,94,Sushi,2024-03-20,,,,,,,,,,7219a7e1-4fd6-43c6-8196-16b934f1a4d6,,,,,,,,,,,,,,,,,,,
2b5087V,81,Burger,2024-03-25,,,,,,,,,,06347d3a-8d0a-475b-935d-e85430e721c9,,,,,,,,,,,,,,,,,,,
c99bd5T,59,Briyani rice,2024-12-07,,,,,,,,,,3681814c-2272-41dd-8551-57859a163ee9,,,,,,,,,,,,,,,,,,,
0a74d7B,51,Salad,2024-03-11,,,,,,,,,,82764e74-768f-4dbe-a23b-dee44c137994,,,,,,,,,,,,,,,,,,,
693c67B,20,Chicken rice,2024-09-28,,,,,,,,,,62e0767d-0e40-4185-8881-d719e56714f2,,,,,,,,,,,,,,,,,,,
cf613bU,50,Burritos,2024-07-23,,,,,,,,,,add5f6e4-9386-47eb-8a1a-715f7fefaedb,,,,,,,,,,,,,,,,,,,
116bb7J,64,Chicken pie,2024-06-24,,,,,,,,,,a3d9d324-b65d-4509-bd2d-a534c3b0fcd7,,,,,,,,,,,,,,,,,,,
8b2f7fE,73,Salad,2024-11-03,,,,,,,,,,00533405-712e-4308-a9e0-9d4504f67dec,,,,,,,,,,,,,,,,,,,
bc128dA,97,Pizza,2024-06-16,,,,,,,,,,6ef81ce4-91bc-4354-8e26-ef3101c31c2e,,,,,,,,,,,,,,,,,,,
af018fC,30,Chicken wings,2024-09-06,,,,,,,,,,1760e27e-4bb0-448a-8b33-4463f69b2276,,,,,,,,,,,,,,,,,,,
45076eM,16,Beef pie,2024-02-09,,,,,,,,,,6da0995d-2de7-40ec-9e12-ca5074ee1b5c,,,,,,,,,,,,,,,,,,,
bbcf7dW,59,Whole cake,2024-04-28,,,,,,,,,,0dd579aa-8d9b-4c7a-9ec1-dbe98f5cc5c9,,,,,,,,,,,,,,,,,,,
f2f16fD,56,Chicken rice,2024-08-20,,,,,,,,,,ecda9d31-69a1-4343-9266-0e9156ed1e0e,,,,,,,,,,,,,,,,,,,
4cf3c5Y,35,Burritos,2024-09-07,,,,,,,,,,fcf8f55b-e416-45f9-80eb-493a88f8bb49,,,,,,,,,,,,,,,,,,,
8fde45S,63,Salad,2024-01-10,,,,,,,,,,c2f1b989-e85f-4b7f-8cfa-e5bb79587d73,,,,,,,,,,,,,,,,,,,
bcd070X,34,Chicken pie,2024-10-11,,,,,,,,,,5402975f-5211-47fa-831c-d47b38c97dd7,,,,,,,,,,,,,,,,,,,
ee9693Y,29,Burritos,2024-11-28,,,,,,,,,,17ea31eb-f04a-4ee2-b171-06f821ca8a27,,,,,,,,,,,,,,,,,,,
bdb12dO,20,Pasta,2024-03-24,,,,,,,,,,a5dfa6e9-4d7a-4688-81c1-b1c0cd4625ad,,,,,,,,,,,,,,,,,,,
9b2efbI,3,Fried chicken,2024-09-27,,,,,,,,,,a087d940-30dc-48de-8f33-2daaaf05f2b8,,,,,,,,,,,,,,,,,,,
305716A,28,Fried chicken,2024-12-10,,,,,,,,,,cb2ed485-5467-4591-b5fb-fd28347d6923,,,,,,,,,,,,,,,,,,,
abfa87V,18,PastrySmoothie,2024-09-12,,,,,,,,,,226e3da2-e184-4205-90ff-b14633af0256,,,,,,,,,,,,,,,,,,,
7644f4V,30,Beef pie,2024-07-19,,,,,,,,,,fd1800bb-5f74-496d-91e7-03eac3a8e358,,,,,,,,,,,,,,,,,,,
c9ae24J,18,Chicken pie,2024-04-18,,,,,,,,,,75382a3e-11d5-4a26-b489-6def3cbccb68,,,,,,,,,,,,,,,,,,,
b1f633M,14,Sushi,2024-11-12,,,,,,,,,,7e3d3540-a992-46ef-8f0a-b48f701ede9c,,,,,,,,,,,,,,,,,,,
65f37cN,30,Pasta,2024-02-13,,,,,,,,,,76bd4356-214e-433a-8ad4-a37a67f26081,,,,,,,,,,,,,,,,,,,
7330f5R,40,CoffeeBoba tea,2024-03-21,,,,,,,,,,16356522-2c94-44ae-af4a-f7afd7ba1631,,,,,,,,,,,,,,,,,,,
0d6058C,21,Chicken wings,2024-08-12,,,,,,,,,,3cce04ae-7947-446a-8206-6c669e24b221,,,,,,,,,,,,,,,,,,,
ee7a7eF,90,Salad,2024-07-30,,,,,,,,,,0bddcf19-a2c0-4f18-b7f2-045bafa6c164,,,,,,,,,,,,,,,,,,,
91bdb1V,42,Pizza,2024-09-21,,,,,,,,,,27b0a329-3d0f-436b-b3e6-7b45a7f0648f,,,,,,,,,,,,,,,,,,,
4fda69Z,95,Dumplings,2024-01-27,,,,,,,,,,3930d0cd-e51a-4a85-b62d-e25a0717df16,,,,,,,,,,,,,,,,,,,
fa8d29P,95,Fried chicken,2024-06-20,,,,,,,,,,f51ad59f-b878-4c16-9df8-acc3544609b3,,,,,,,,,,,,,,,,,,,
2bf6b8V,4,Sushi,2024-08-25,,,,,,,,,,819ef0ca-85fa-43e9-bb03-fd03a470d2c5,,,,,,,,,,,,,,,,,,,
a70688J,77,Fried chicken,2024-11-05,,,,,,,,,,57874735-dd73-44b3-aa3a-17ee671d344c,,,,,,,,,,,,,,,,,,,
a732c4O,79,Pizza,2024-06-09,,,,,,,,,,12169025-7390-44f9-bba8-ba7183415b01,,,,,,,,,,,,,,,,,,,
55a947D,10,Beef pie,2024-07-22,,,,,,,,,,e7cf2cd0-2edd-4ec3-bf0c-f88ac5294872,,,,,,,,,,,,,,,,,,,
b6a02bN,73,PastrySmoothie,2024-10-11,,,,,,,,,,3034f475-7586-466f-8875-2ade63c7d002,,,,,,,,,,,,,,,,,,,
f5899eK,67,Pizza,2024-08-08,,,,,,,,,,7be49f54-f961-473b-9bf1-fa08ed6c6c2c,,,,,,,,,,,,,,,,,,,
114a63L,95,Pasta,2024-12-04,,,,,,,,,,ff0edaee-5631-4fa8-a7db-078f542abee1,,,,,,,,,,,,,,,,,,,
a1841bI,9,Cookie,2024-08-19,,,,,,,,,,05e0986b-f1ea-4326-91ba-c86ca1520331,,,,,,,,,,,,,,,,,,,
